question,answer,reference
Who plays the queen in chronicles of narnia?,"The question is ambiguous because there are multiple movies in the Chronicles of Narnia series, each with a different actress playing the role of the queen. If you are referring to the first movie, ""The Lion, the Witch and the Wardrobe,"" the queen is played by Tilda Swinton. If you are referring to the second movie, ""Prince Caspian,"" the queen is played by Alicia Borrachero.","Disambiguation 1. Question: Who plays Queen Jadis in Chronicles of Narnia? Answer:Tilda Swinton
Disambiguation 2. Question: Who plays Queen Lilliandil in Chronicles of Narnia? Answer:Laura Brent
"
When did the buffalo bills last make the playoffs?,"The question is ambiguous as it does not specify a particular year or timeframe. The Buffalo Bills last made the playoffs in the 2020 NFL season, reaching the AFC Championship game.","Disambiguation 1. Question: When did the buffalo bills last make the AFL playoffs? Answer:1966
Disambiguation 2. Question: When did the buffalo bills last make the AFL playoffs, as of 2017? Answer:2017–18 NFL playoffs
Disambiguation 3. Question: When did the buffalo bills last make the AFL playoffs, as of 2016? Answer:1999 season
Disambiguation 4. Question: When did the buffalo bills last make the AFL playoffs, as of 2015? Answer:1999 season
"
Most home runs in a single season by a player?,"The question is ambiguous as it does not specify which league or era it is referring to. If we are talking about Major League Baseball (MLB), the record for the most home runs in a single season by a player is 73, achieved by Barry Bonds in 2001.","Disambiguation 1. Question: What is the most home runs in a single season by a player? Answer:73
Disambiguation 2. Question: Which player has the most home runs in a single season? Answer:Barry Bonds
"
Who played boss hogg on the dukes of hazzard?,"The character of Boss Hogg on ""The Dukes of Hazzard"" was played by actor Sorrell Booke.","Disambiguation 1. Question: Who played Boss Hogg in the original Dukes of Hazzard TV show? Answer:Sorrell Booke
Disambiguation 2. Question: Who played Boss Hogg in the 2005 Dukes of Hazzard movie? Answer:Burt Reynolds
Disambiguation 3. Question: Who played Boss Hogg in the 2007 Dukes of Hazzard movie? Answer:Chris McDonald
Disambiguation 4. Question: Who voiced Boss Hogg in the Dukes of Hazzard video game? Answer:Wayne Powers
Disambiguation 5. Question: Who voiced Boss Hogg in the Dukes of Hazzard cartoon called The Dukes? Answer:Sorrell Booke
"
What is the control centre of reflex action?,The question is clear and unambiguous. The control center of reflex action is the spinal cord.,"Disambiguation 1. Question: What body system controls reflex action? Answer:central nervous system
Disambiguation 2. Question: What part of the central nervous system is the control center of reflex action? Answer:cerebellum
"
Who sang if it wasn't for bad luck?,"The question is ambiguous as it could be referring to the lyrics of a song or asking for the name of the artist who performed a song with those lyrics. If the question is asking for the artist who performed a song with the lyrics ""if it wasn't for bad luck,"" the answer would be Ray Charles.","Disambiguation 1. Question: Who sang ""Born Under a Bad Sign"" in 1967? Answer:Albert King
Disambiguation 2. Question: Who sang ""Bad Luck Blues""? Answer:Lighting' Slim
Disambiguation 3. Question: Who sang ""Born Under a Bad Sign"" in 1968? Answer:Cream
"
Leader who declared war on russia to support austria hungary?,"The question is ambiguous as it does not specify a particular historical context or time period. If referring to World War I, the leader who declared war on Russia to support Austria-Hungary was Kaiser Wilhelm II of Germany. If referring to a different time period or context, please provide more information for a more accurate answer.","Disambiguation 1. Question: Political leader who declared war on russia to support austria hungary? Answer:Wilhelm II
Disambiguation 2. Question: Military leader who declared war on russia to support austria hungary? Answer:Chief of the German General Staff
"
Who has played will horton on days of our lives?,"The question is not ambiguous. The character of Will Horton on ""Days of Our Lives"" has been played by several actors over the years. Chandler Massey, Guy Wilson, and Freddie Smith are some of the actors who have portrayed the character.","Disambiguation 1. Question: Who played Will Horton on Days of Our Lives from 1995-2002? Answer:Shawn and Taylor Carpenter
Disambiguation 2. Question: Who played Will Horton on Days of Our Lives from 2002-2003? Answer:Darian Weiss
Disambiguation 3. Question: Who played Will Horton on Days of Our Lives from 2003-2008? Answer:Christopher Gerse
Disambiguation 4. Question: Who played Will Horton on Days of Our Lives from 2009-2010? Answer:Dylan Patton
Disambiguation 5. Question: Who played Will Horton on Days of Our Lives from 2010-2014, and 2017 - present? Answer:Chandler Massey
Disambiguation 6. Question: Who played Will Horton on Days of Our Lives from 2014-2015? Answer:Guy Wilson
"
Where is the lost city of petra located?,"The question is not ambiguous. The lost city of Petra is located in southern Jordan, near the town of Wadi Musa.","Disambiguation 1. Question: Where geographically is the lost city of petra located? Answer:Ma'an Governorate, Jordan
Disambiguation 2. Question: Where are the coordinates for where the lost city of petra located? Answer:30°19′43″N 35°26′31″E
"
Which is the biggest nuclear power plant in india?,"The biggest nuclear power plant in India is the Kudankulam Nuclear Power Plant, located in Tamil Nadu.","Disambiguation 1. Question: Which is the biggest nuclear power plant in India, that already exists? Answer:Kudankulam
Disambiguation 2. Question: Which is the biggest nuclear power plant in India, including those that are planned but not built? Answer:Jaitapur
"
What is the new name of the czech republic?,"The question is ambiguous because it could be interpreted in two ways. 

If you are asking for the current official name of the country formerly known as the Czech Republic, it is now officially called Czechia since 2016. 

If you are asking for any recent changes in the name of the country, there have been no further changes since the adoption of the name Czechia.","Disambiguation 1. Question: What is the new official formal name of the czech republic at the United Nations? Answer:Česká republika
Disambiguation 2. Question: What is the new official short  name of the czech republic at the United Nations? Answer:Česko
Disambiguation 3. Question: What is the new official formal name of the czech republic in English? Answer:the Czech Republic
Disambiguation 4. Question: What is the new official short  name of the czech republic in English? Answer:Czechia
"
Is a person who presents radio or t.v programme?,"This question is ambiguous as it is not clear what is being asked. If the question is asking whether a person who presents a radio or TV program is considered a presenter, then the answer would be yes. Presenters are individuals who host or lead a radio or TV program.","Disambiguation 1. Question: Is a person who presents t.v programme? Answer:television presenter
Disambiguation 2. Question: Is a person who presents radio? Answer:radio personality
"
Who does the voice of templeton in charlotte web?,"The question is clear and unambiguous. The voice of Templeton in the movie ""Charlotte's Web"" is provided by actor Steve Buscemi.","Disambiguation 1. Question: Who does the voice of templeton in the 1973 charlotte's web film? Answer:Paul Lynde
Disambiguation 2. Question: Who does the voice of templeton in the 2006 charlotte's web film? Answer:Steve Buscemi
Disambiguation 3. Question: Who does the voice of templeton in the 2003 charlotte's web 2 film? Answer:Adler
"
Who plays kristen and susan on days of our lives?,"The question is ambiguous because it does not specify which version or time period of ""Days of Our Lives"" is being referred to. If we are talking about the current cast, Stacy Haiduk plays Kristen DiMera and Eileen Davidson plays Susan Banks.","Disambiguation 1. Question: Who originally played Kristen on Days of Our Lives? Answer:Eileen Davidson
Disambiguation 2. Question: Who has been the primary person playing the role of Kristen on Days of Our Lives since 2018? Answer:Stacy Haiduk
Disambiguation 3. Question: Who has occasionally been playing the role of Kristen on Days of Our Lives since 1998? Answer:Arianne Zucker
Disambiguation 4. Question: Who sometimes plays Kristen *and* has also played Susan Banks on Days of our Lives? Answer:Stacy Haiduk
Disambiguation 5. Question: Who originally played Susan Banks on Days of our Lives? Answer:Eileen Davidson
Disambiguation 6. Question: Who played Susan Banks on Days of our Lives in 2011? Answer:Brynn Thayer
Disambiguation 7. Question: Who played Susan Banks on Days of our Lives in 2018? Answer:Stacy Haiduk
Disambiguation 8. Question: Who originally played Susan Hunter Martin on Days of our Lives? Answer:Denise Alexander
Disambiguation 9. Question: Who started playing Susan Hunter Martin on Days of our Lives in 1973? Answer:Bennye Gatteys
"
Ostracism is the basis for what in current american culture?,"Ambiguity detected: The question is ambiguous as it could be interpreted in different ways. 

If the question is asking about the role of ostracism in current American culture, then the answer would be that ostracism is not the basis for anything positive in American culture. Ostracism, which involves excluding or ignoring individuals, is generally seen as harmful and detrimental to social cohesion.

If the question is asking about the impact of ostracism on current American culture, then the answer would be that ostracism can lead to social division, exclusion, and discrimination, which can have negative effects on individuals and society as a whole. It can contribute to feelings of isolation, low self-esteem, and mental health issues.

It is important to address and combat ostracism in order to promote inclusivity, diversity, and a sense of belonging in American culture.","Disambiguation 1. Question: According to Kipling Williams, ostracism is the basis for what in current american culture? Answer:refusing to communicate with a person
Disambiguation 2. Question: Ostracism is the basis for what in current american culture via unanswered emails? Answer:cyberostracism
"
Who wrote in the heart of the sea?,"The question ""Who wrote in the heart of the sea?"" is ambiguous as it could be interpreted in different ways. If you are referring to the book ""In the Heart of the Sea: The Tragedy of the Whaleship Essex"" by Nathaniel Philbrick, then the author of the book is Nathaniel Philbrick. If you are referring to a different context or work titled ""In the Heart of the Sea,"" please provide more specific information for a more accurate answer.","Disambiguation 1. Question: Who wrote the book in the heart of the sea? Answer:Nathaniel Philbrick
Disambiguation 2. Question: Who wrote the film in the heart of the sea? Answer:Charles Leavitt
"
When did they do away with the draft?,"The question is ambiguous as it does not specify which country or time period it is referring to. If we assume it is asking about the United States, the draft was officially ended in 1973 with the suspension of the Selective Service System.","Disambiguation 1. Question: When did they do away with the draft in the United States? Answer:January 27, 1973
Disambiguation 2. Question: When did they do away with the draft in England? Answer:1960
"
Who sings the song i'm so excited?,"The song ""I'm So Excited"" was originally performed by The Pointer Sisters in 1982.","Disambiguation 1. Question: Who sings the original song ""I'm So Excited"" in 1982? Answer:The Pointed Sisters
Disambiguation 2. Question: Who sings the song ""I'm So Excited"" in 2004? Answer:Le Tigre
Disambiguation 3. Question: Who sings the song ""I'm So Excited"" in 2001? Answer:Sara-Marie Fedele
Disambiguation 4. Question: Who sings the song ""I'm So Excited"" in 2007? Answer:Young Divas
Disambiguation 5. Question: Who sings the song ""I'm So Excited"" in 2011? Answer:Sarah Engels
Disambiguation 6. Question: Who sings the cover version of the song ""I'm So Excited"" in 1982? Answer:Carroll Baker
Disambiguation 7. Question: Who sings the song ""I'm So Excited"" in 1999? Answer:The Weather Girls
"
When does episode 3 of the gifted air?,"The question is ambiguous because it does not specify which season of ""The Gifted"" it is referring to. If you are asking about episode 3 of a specific season, please provide that information for a more accurate answer.","Disambiguation 1. Question: When does Season 1, episode 3 of The Gifted air? Answer:October 16, 2017
Disambiguation 2. Question: When does Season 2, episode 3 of The Gifted air? Answer:October 9, 2018
"
What movie was the song material girl in?,"The song ""Material Girl"" by Madonna was featured in the movie ""Desperately Seeking Susan"" released in 1985.","Disambiguation 1. Question: What 2001 movie was the song ""Material Girl"" in? Answer:Moulin Rouge!
Disambiguation 2. Question: What 2004 movie was the song ""Material Girl"" in? Answer:Bridget Jones: The Edge of Reason
Disambiguation 3. Question: What 2006 movie was the song ""Material Girl"" in? Answer:Material Girls
Disambiguation 4. Question: What 2018 movie was the song ""Material Girl"" in? Answer:Crazy Rich Asians
"
When does danganronpa v3 come out in america?,"The question is ambiguous because it does not specify whether it is referring to the release date of the game ""Danganronpa V3: Killing Harmony"" in America for a specific platform (such as PlayStation, PC, etc.) or a different context. If you are referring to the release date of the game ""Danganronpa V3: Killing Harmony"" for PlayStation 4 and PlayStation Vita in America, it was released on September 26, 2017.","Disambiguation 1. Question: When does danganronpa v3 original come out in america on PlayStation 4? Answer:September 26, 2017
Disambiguation 2. Question: When does danganronpa v3 trilogy come out in america on PlayStation 4? Answer:March 26, 2019
Disambiguation 3. Question: When does danganronpa v3 come out in america on PlayStation Vita? Answer:September 26, 2017
Disambiguation 4. Question: When does danganronpa v3 come out in america on Microsoft Windows? Answer:September 26, 2017
"
Where does the perks of being a wallflower take place?,"The perks of being a wallflower takes place in Pittsburgh, Pennsylvania.","Disambiguation 1. Question: Where does the novel The Perks of Being a Wallflower take place? Answer:Pittsburgh suburb
Disambiguation 2. Question: Where does the film The Perks of Being a Wallflower take place? Answer:Pittsburgh, Pennsylvania
"
When was the lovesong of j alfred prufrock published?,"The question is ambiguous because it could be referring to the first publication date of ""The Love Song of J. Alfred Prufrock"" by T.S. Eliot in a magazine or the date of its publication in a collection of poems. The poem was first published in the magazine ""Poetry: A Magazine of Verse"" in June 1915.","Disambiguation 1. Question: When was the lovesong of j alfred prufrock first published? Answer:June 1915
Disambiguation 2. Question: When was the lovesong of j alfred prufrock published as part of a twelve-poem pamphlet? Answer:1917
"
When was the movie saving private ryan made?,"The movie ""Saving Private Ryan"" was released on July 24, 1998.","Disambiguation 1. Question: When was the movie saving private ryan released? Answer:July 24, 1998
Disambiguation 2. Question: When did principle photography for the movie saving private ryan start to be made? Answer:June 1997
Disambiguation 3. Question: When was the movie saving private ryan filmed? Answer:began June 27, 1997, and lasted for two months
"
Who's won the snooker world championship the most?,"The question is ambiguous because it does not specify a particular time frame or era. If we are referring to the overall history of the snooker world championship, then the player who has won the most titles is Stephen Hendry with seven wins.","Disambiguation 1. Question: Who has won the snooker world championship the most in the modern era? Answer:Stephen Hendry
Disambiguation 2. Question: Who won the snooker world championship the most before the modern era? Answer:Joe Davis
"
What bible does the catholic church use at mass?,The Catholic Church typically uses the New American Bible (Revised Edition) for readings during Mass in the United States.,"Disambiguation 1. Question: What bible was used by the Catholic Church at mass in 2016? Answer:New Living Translation Catholic Edition
Disambiguation 2. Question: What bible was used by the Catholic Church at mass in 2011? Answer:New American Bible Revised Edition
Disambiguation 3. Question: What bible was used by the Catholic Church at mass in 2008? Answer:New Community Bible
"
Who wrote the book a walk in the woods?,"The book ""A Walk in the Woods"" was written by Bill Bryson.","Disambiguation 1. Question: Who wrote the 1998 book A Walk in the Woods? Answer:Bill Bryson
Disambiguation 2. Question: Who wrote the play A Walk in the Woods? Answer:Lee Blessing
"
Who played coach on the tv show coach?,"The TV show ""Coach"" featured Craig T. Nelson in the role of the coach, Hayden Fox.","Disambiguation 1. Question: Who played the head coach Hayden Fox in the TV show Coach? Answer:Craig T. Nelson
Disambiguation 2. Question: Who played the assistant coach Luther Van Dam in the TV show Coach? Answer:Jerry Van Dyke
Disambiguation 3. Question: Who played the ladies' basketball coach in the TV show coach? Answer:Pam Stone
Disambiguation 4. Question: Who played the assistant coach Michael ""Dauber"" Dybinski in the TV show Coach? Answer:Bill Fagerbakke
"
When did the medieval times start and finish?,"The question is ambiguous because the term ""medieval times"" can refer to different time periods depending on the region or context. In European history, the medieval period is generally considered to have started around the 5th century with the fall of the Western Roman Empire and ended around the 15th century with the beginning of the Renaissance. However, in other regions of the world, the medieval period may have different start and end dates.","Disambiguation 1. Question: When did the medieval times Dinner and Tournament start? Answer:December 20, 1983
Disambiguation 2. Question: When did the medieval period start? Answer:5th century
Disambiguation 3. Question: When did the medieval period finish? Answer:15th century
"
When does episode 16 of boruto come out?,"The question is ambiguous because it does not specify which version of Boruto (manga, anime, etc.) it is referring to. If you are asking about the anime version of Boruto, episode 16 is already out and was released on July 19, 2017.","Disambiguation 1. Question: When did episode 16 of Boruto: Naruto Next Generations first air in Japan? Answer:July 19, 2017
Disambiguation 2. Question: When did episode 16 of Boruto: Naruto Next Generations first air in English? Answer:February 2, 2019
"
How many episodes of once upon a time is there?,"There are a total of 155 episodes of the TV show ""Once Upon a Time.""","Disambiguation 1. Question: How many episodes of the American once upon a time is there? Answer:155
Disambiguation 2. Question: How many episodes of the Philippine once upon a time is there? Answer:441
"
Where does it say in the bible do unto others as you would have them do unto you?,"The phrase ""do unto others as you would have them do unto you"" is commonly known as the Golden Rule and is found in the Bible in Matthew 7:12, where Jesus says, ""So in everything, do to others what you would have them do to you, for this sums up the Law and the Prophets.""","Disambiguation 1. Question: What book and verse in the bible is best known for saying do unto others as you would have them do unto you? Answer:Matthew 7:12
Disambiguation 2. Question: In which testament does it say in the bible do unto others as you would have them do unto you? Answer:New Testament
Disambiguation 3. Question: In addition to Matthew 7:12, where does it say in the bible do unto others as you would have them do unto you? Answer:Luke 6:31
"
Who sings he don't love you like i love you?,"The question is ambiguous as it could be referring to the song ""He Don't Love You (Like I Love You)"" by Tony Orlando and Dawn or the song ""He Don't Love You"" by Eric Paslay. Please specify which song you are referring to in order for me to provide an accurate answer.","Disambiguation 1. Question: Who sings he don't love you like i love you in 1960? Answer:Jerry Butler
Disambiguation 2. Question: Who sings he don't love you like i love you in 1975? Answer:Tony Orlando and Dawn
"
Is red bell pepper a fruit or vegetable?,"The question is ambiguous because red bell pepper can be classified as both a fruit and a vegetable depending on the context in which it is being considered. Botanically speaking, red bell peppers are fruits because they develop from the ovary of a flower and contain seeds. However, in culinary terms, they are often considered vegetables due to their savory flavor profile and common usage in savory dishes. So, to answer the question, red bell peppers are botanically classified as fruits but are commonly referred to as vegetables in cooking.","Disambiguation 1. Question: In terms of botanicals, is a red bell pepper a fruit or vegetables? Answer:Fruit
Disambiguation 2. Question: In culinary, is a red bell pepper a fruit or vegetable? Answer:vegetable
"
How many seasons are there of star wars the clone wars?,There are a total of 7 seasons of Star Wars: The Clone Wars.,"Disambiguation 1. Question: How many seasons are there of Star Wars: The Clone Wars (2008)? Answer:7
Disambiguation 2. Question: How many seasons are there of Star Wars: Clone Wars (2003)? Answer:3
"
What percentage of the us population has a phd?,"This question is ambiguous because it does not specify the time frame for which the percentage is being requested. As of 2021, approximately 2% of the US population holds a Ph.D. degree.","Disambiguation 1. Question: For people age 25-30, what percentage of the US population has a phd? Answer:1.12%
Disambiguation 2. Question: For people age 25 and over, what percentage of the US population has a doctorate? Answer:2.03%
"
Who plays ben weston on days of our lives?,"The character of Ben Weston on ""Days of Our Lives"" is played by actor Robert Scott Wilson.","Disambiguation 1. Question: Who plays Ben Weston on Days of Our Lives on 2014? Answer:Justin Gaston
Disambiguation 2. Question: Who plays Ben Weston on Days of Our Lives from 2014-present? Answer:Robert Scott Wilson
"
Who is the present deputy governor of plateau state?,"I'm sorry, but the question is ambiguous as it does not specify the timeframe for ""present."" If you are referring to the current deputy governor as of today, then the answer would be Sonni Tyoden.","Disambiguation 1. Question: Who is the present deputy governor of plateau state, as of 2017? Answer:Simon Bako Lalong
Disambiguation 2. Question: Who is the present deputy governor of plateau state, as of 2016? Answer:Lalong
Disambiguation 3. Question: Who is the present deputy governor of plateau state, leaving office in 2015? Answer:Jang
"
Who played roy disney in walt before mickey?,"The question is not ambiguous. The character of Roy Disney in the movie ""Walt Before Mickey"" was played by actor Jon Heder.","Disambiguation 1. Question: Who played old roy disney in walt before mickey? Answer:Jon Heder
Disambiguation 2. Question: Who played young roy disney in walt before mickey? Answer:Noah Forgione
"
What is the newest madden game for ps4?,"The newest Madden game for PS4 is Madden NFL 22, which was released on August 20, 2021.","Disambiguation 1. Question: What is the newest madden game for ps4 coming out in 2017? Answer:Madden NFL 18
Disambiguation 2. Question: What is the newest madden game for ps4 coming out in 2016? Answer:Madden NFL 17
Disambiguation 3. Question: What is the newest madden game for ps4 coming out in 2015? Answer:Madden NFL 16
"
What is the population of big spring texas?,"The population of Big Spring, Texas, as of the 2020 census, is approximately 28,187.","Disambiguation 1. Question: What was the population of Big Spring, Texas in 2010? Answer:27,282
Disambiguation 2. Question: What was the population of Big Spring, Texas in 2000? Answer:25,233
Disambiguation 3. Question: What was the population of Big Spring, Texas in 1990? Answer:23,093
Disambiguation 4. Question: What is the 2018 estimated population of Big Spring, Texas? Answer:28,162
"
Who is the current mayor of el paso texas?,"The current mayor of El Paso, Texas is Oscar Leeser.","Disambiguation 1. Question: Who is the mayor of el paso texas after 2017? Answer:Dee Margo
Disambiguation 2. Question: Who is the mayor of el paso texas from 2013 to 2017? Answer:Oscar Leeser
Disambiguation 3. Question: Who is the mayor of el paso texas from 2005 to 2013? Answer:John F. Cook
"
How many goals does lewandowski have for bayern?,"As of the latest available information, Robert Lewandowski has scored over 200 goals for Bayern Munich.","Disambiguation 1. Question: How many goals does lewandowski have for bayern in the 2016–17 season? Answer:43
Disambiguation 2. Question: How many goals does lewandowski have for bayern in the 2015–16 season? Answer:42
Disambiguation 3. Question: How many goals does lewandowski have for bayern in the 2014–15 season? Answer:25
"
Who is the speaker of the house nz?,"The question is ambiguous because it does not specify whether it is referring to the current Speaker of the House in New Zealand or a historical figure who held that position. If you are asking about the current Speaker of the House in New Zealand, as of September 2021, the Speaker is Trevor Mallard.","Disambiguation 1. Question: Who was the 30th Speaker of the House in New Zealand? Answer:Trevor Mallard
Disambiguation 2. Question: Who was the 29th Speaker of the House in New Zealand? Answer:David Carter
Disambiguation 3. Question: Who was the 28th Speaker of the House in New Zealand? Answer:Lockwood Smith
"
Who plays nick on the young and the restless?,The question is not ambiguous. Joshua Morrow plays the character Nick Newman on The Young and the Restless.,"Disambiguation 1. Question: Who plays nick on the young and the restless in 1989? Answer:Marco and Stefan Flores
Disambiguation 2. Question: Who plays nick on the young and the restless from 1990-1991? Answer:Griffin Ledner
Disambiguation 3. Question: Who plays nick on the young and the restless from 1991-1994? Answer:John Alden
Disambiguation 4. Question: Who plays nick on the young and the restless since 1994? Answer:Joshua Morrow
Disambiguation 5. Question: Who plays nick on the young and the restless in 2018? Answer:Luckinbill
"
Who is catch me if you can based on?,"The question is ambiguous as it can be interpreted in two ways. ""Catch Me If You Can"" is based on the true story of Frank Abagnale Jr., who was a con artist and impostor. It was also adapted into a film directed by Steven Spielberg starring Leonardo DiCaprio and Tom Hanks.","Disambiguation 1. Question: Who is the 2002 film catch me if you can based on? Answer:Frank William Abagnale Jr.
Disambiguation 2. Question: Who is the book catch me if you can based on? Answer:Frank William Abagnale Jr.
Disambiguation 3. Question: Who is the musical catch me if you can based on? Answer:Frank William Abagnale Jr.
"
Who wrote the songs in the greatest showman?,"The songs in ""The Greatest Showman"" were written by Benj Pasek and Justin Paul.","Disambiguation 1. Question: Who wrote the songs and lyrics in the greatest showman? Answer:Benj Pasek
Disambiguation 2. Question: Who wrote the scores for the songs in the greatest showman? Answer:John Debney
"
When does ready player one the movie come out?,"The question is ambiguous because it does not specify which release date is being referred to - the theatrical release date, the digital release date, or the DVD release date. 

If you are referring to the theatrical release date, ""Ready Player One"" was released on March 29, 2018. 

If you are referring to the digital release date, ""Ready Player One"" was released digitally on July 3, 2018. 

If you are referring to the DVD release date, ""Ready Player One"" was released on DVD and Blu-ray on July 24, 2018.","Disambiguation 1. Question: When did Ready Player One(film) release at SXSW? Answer:March 11, 2018
Disambiguation 2. Question: When did Ready Player One(film) release in the US? Answer:March 29, 2018
"
Who wrote the revolution will not be televised?,"The question is ambiguous as ""The Revolution Will Not Be Televised"" is both a song by Gil Scott-Heron and a documentary by Kim Bartley and Donnacha O'Briain about the 2002 Venezuelan coup attempt. If referring to the song, it was written by Gil Scott-Heron. If referring to the documentary, it was directed by Kim Bartley and Donnacha O'Briain.","Disambiguation 1. Question: Who wrote the revolution will not be televised poem, song, and album? Answer:Gil Scott-Heron
Disambiguation 2. Question: Who wrote the revolution will not be televised book? Answer:Joseph Paul Trippi
"
When is the first us done in pregnancy?,"The question is ambiguous as ""us"" could refer to ultrasound or United States. If referring to ultrasound, the first ultrasound in pregnancy is typically done around 6-8 weeks to confirm the pregnancy and estimate the due date. If referring to United States, the question does not make sense in the context of pregnancy.","Disambiguation 1. Question: When is the first ultrasound done in pregnancy, for patients that want genetic testing? Answer:11 weeks - 13 weeks 6 days gestation
Disambiguation 2. Question: When is the first ultrasound done in pregnancy, to confirm pregnancy dating and assess for congenital malformations? Answer:18 weeks -22 weeks
"
What was the religion in india before hinduism?,"The question is ambiguous because India has a long history of diverse religious beliefs and practices before Hinduism became prominent. Some of the religions that existed in India before Hinduism include Buddhism, Jainism, and various tribal and indigenous belief systems.","Disambiguation 1. Question: What was the religion in india before hinduism thought to be a precursor to hiduism? Answer:Indus religion
Disambiguation 2. Question: What type of deity was worshipped in india before hinduism as hypothesized by Marshall? Answer:Mother Earth
"
Which two plates meet along the west coast of the usa?,"The question is ambiguous because it does not specify whether it is referring to tectonic plates or dinner plates. If we are referring to tectonic plates, the two plates that meet along the west coast of the USA are the Pacific Plate and the North American Plate.","Disambiguation 1. Question: For the two plates that meet along the west coast of the usa, which one is on the west side? Answer:Pacific Plate
Disambiguation 2. Question: For the two plates that meet along the west coast of the usa, which one is on the east side? Answer:North American Plate
"
Who won the 3 point contest last year?,"I'm sorry, but the question is ambiguous as it does not specify which 3 point contest is being referred to. If you are asking about the NBA 3 point contest, the winner last year was Devin Booker. If you are referring to a different 3 point contest, please provide more context for me to give a more accurate answer.","Disambiguation 1. Question: Who won the 3 point contest in 2017? Answer:Eric Gordon
Disambiguation 2. Question: Who won the 3 point contest in 2016? Answer:Klay Alexander Thompson
Disambiguation 3. Question: Who won the 3 point contest in 2015? Answer:Wardell Stephen ""Steph"" Curry II
"
Who developed the steam engine that could drive machinery?,The steam engine that could drive machinery was developed by James Watt.,"Disambiguation 1. Question: Who developed the steam engine that could power textile machinery? Answer:Thomas Savery
Disambiguation 2. Question: Who developed the steam engine with a rotary motion that could drive machinery? Answer:James Watt
"
Who is the host of america gots talent?,"The host of America's Got Talent varies from season to season. As of the latest information available, the current host of America's Got Talent is Terry Crews.","Disambiguation 1. Question: Who was the host of America's Got Talent in season 1? Answer:Regis Philbin
Disambiguation 2. Question: Who was the host of America's got Talent in season 2 and 3? Answer:Jerry Springer
Disambiguation 3. Question: Who was the host of America's got Talent in season 4-11? Answer:Nick Cannon
Disambiguation 4. Question: Who was the host of America's got Talent in season 12 and 13? Answer:Tyra Banks
Disambiguation 5. Question: Who was the host of America's got Talent in season 14 and 15? Answer:Terry Crews
"
Who is the new leader of the ontario conservative party?,"As of my last update, the new leader of the Ontario Conservative Party is Erin O'Toole.","Disambiguation 1. Question: Who was the 15th leader of the Ontario Conservative party? Answer:Rick Dykstra
Disambiguation 2. Question: Who was the 14th leader of the Ontario Conservative party? Answer:Richard Ciano
Disambiguation 3. Question: Who was the 13th leader of the Ontario Conservative party? Answer:Ken Zeise
"
Where do the philadelphia eagles play their home games?,"The Philadelphia Eagles play their home games at Lincoln Financial Field in Philadelphia, Pennsylvania.","Disambiguation 1. Question: What city do the philadelphia eagles play their home games? Answer:Philadelphia, Pennsylvania, United States
Disambiguation 2. Question: What stadium do the philadelphia eagles play their home games? Answer:Lincoln Financial Field
Disambiguation 3. Question: What part of philadelphia do the philadelphia eagles play their home games? Answer:South Philadelphia on Pattison Avenue between 11th and South Darien streets
Disambiguation 4. Question: In what sports complex is the stadium that the philadelphia eagles play their home games? Answer:South Philadelphia Sports Complex
"
What is the top selling brand of car?,"The question is ambiguous because it does not specify a time frame or region. If we are considering global sales in 2021, the top-selling brand of car is Toyota.","Disambiguation 1. Question: What is the top selling make of car worldwide? Answer:Toyota
Disambiguation 2. Question: What is the top selling model of car worldwide? Answer:Corolla
Disambiguation 3. Question: What is the top selling make of car in the US? Answer:Ford
Disambiguation 4. Question: What is the top selling model of car in the US? Answer:F-series
"
When does call of duty black ops 3 come out?,"The question is ambiguous because it does not specify which platform the game is being referred to. Call of Duty: Black Ops 3 was released on November 6, 2015, for PlayStation 4, Xbox One, and PC.","Disambiguation 1. Question: When does call of duty: black ops III come out for microsoft windows and playstation 4? Answer:November 6, 2015
Disambiguation 2. Question: When does call of duty: black ops III come out for macos? Answer:April 4 2019
Disambiguation 3. Question: When does the call of duty: black ops II beta release for playstation 4 come out? Answer:August 18, 2015
Disambiguation 4. Question: When does the call of duty: black ops III beta release for xbox one come out? Answer:August 26, 2015
Disambiguation 5. Question: When does the call of duty: black ops III first reveal trailer come out? Answer:April 26, 2015
"
Who sang background vocals on my sweet lord?,"The question is ambiguous as it does not specify which version or recording of ""My Sweet Lord"" is being referred to. If you are asking about the original recording by George Harrison, the background vocals were performed by Billy Preston, Eric Clapton, and members of the band Badfinger.","Disambiguation 1. Question: Who was credited with singing the background vocals on My Sweet Lord? Answer:George O’Hara-Smith Singers
Disambiguation 2. Question: What individuals sang background vocals on My Sweet Lord? Answer:George Harrison, Phil Spector, Eric Clapton, Bobby Whitlock, Cyril, Betty.
"
When did canada become a completely independent country?,"The question is ambiguous as Canada has achieved independence through a series of steps over time. If we are referring to when Canada gained full legal independence from the United Kingdom, it would be on April 17, 1982, with the passing of the Canada Act. This act transferred the remaining authority of the British Parliament over Canada to the Canadian Parliament.","Disambiguation 1. Question: When did Canada become a self governing country, even though Britain could make changes to the constitution? Answer:1931
Disambiguation 2. Question: When did Canada adopt its own constitution? Answer:1982
"
