question,answer,reference
When was the movie the dark crystal made?,"The movie ""The Dark Crystal"" was released on December 17, 1982.","Disambiguation 1. Question: When was the movie the dark crystal made and released in New York City? Answer:December 13, 1982
Disambiguation 2. Question: When was the movie the dark crystal made and released in the United States? Answer:1982
Disambiguation 3. Question: When was the movie the dark crystal made and released in the United Kingdom? Answer:1982
Disambiguation 4. Question: When was the movie the dark crystal filmed? Answer:1981
"
When was the game of thrones adapted for tv?,"The Game of Thrones television series was adapted from George R.R. Martin's book series ""A Song of Ice and Fire."" The first episode of the show aired on April 17, 2011.","Disambiguation 1. Question: When was the game of thrones adapted for tv and first ordered? Answer:March 2, 2010
Disambiguation 2. Question: When was the game of thrones adapted for tv and began filming? Answer:Second half of 2010
Disambiguation 3. Question: When was the game of thrones adapted for tv and first aired? Answer:April 17, 2011
"
When does the new new jersey governor get sworn in?,"The new New Jersey governor gets sworn in on January 18th, 2022.","Disambiguation 1. Question: When does the 55th new jersey governor get sworn in? Answer:January 19, 2010
Disambiguation 2. Question: When does the 54th new jersey governor get sworn in? Answer:January 17, 2006
Disambiguation 3. Question: When does the 53th new jersey governor get sworn in? Answer:November 15, 2004
"
When did canada change from miles to kilometers?,"Canada officially adopted the metric system in 1970, which included the transition from using miles to kilometers for measuring distances. This change was part of a broader effort to align with international standards and simplify trade and communication with other countries.","Disambiguation 1. Question: When did Metrication begin in Canada? Answer:1970
Disambiguation 2. Question: When did Metrication cease in Canada? Answer:1985
"
Who lives the longest in the united states?,"The oldest living person in the United States is currently Hester Ford, who is 116 years old. However, it is important to note that life expectancy can vary based on factors such as genetics, lifestyle choices, and access to healthcare.","Disambiguation 1. Question: Which state lives the longest in the united states, as of 2018? Answer:Hawaii
Disambiguation 2. Question: Which state lives the longest in the united states, as of 2010? Answer:Hawaii
Disambiguation 3. Question: Which county lives the longest in the united states, as of 2014? Answer:Summit County, Colorado
"
Largest great white shark ever caught on rod and reel?,"The largest great white shark ever caught on rod and reel was caught off the coast of Ceduna, South Australia in April 1959. The shark measured 17.9 feet in length and weighed an estimated 2,664 pounds. This record-breaking catch was made by angler Alfred Dean and remains one of the largest great white sharks ever caught using a rod and reel.","Disambiguation 1. Question: Who caught the largest recorded great white shark ever on rod and reel? Answer:Frank Mundus and Donnie Braddick
Disambiguation 2. Question: Where did they catch the largest recorded great white shark ever on rod and reel? Answer:28 miles off Montauk
Disambiguation 3. Question: How heavy was the largest recorded great white shark ever caught on rod and reel? Answer:3,427-pounds
"
When did they change the honda pilot body style?,"The Honda Pilot underwent a significant redesign for the 2016 model year, which introduced a new body style. This new body style featured a more modern and sleek design compared to previous generations of the Honda Pilot.","Disambiguation 1. Question: Which model year did they change the honda pilot body style resulting in a 10% reduction in drag area? Answer:2016
Disambiguation 2. Question: Which model year did they change the honda pilot body style resulting in new alloy wheels and redesigned front fascia? Answer:2012
Disambiguation 3. Question: Which model year did they change the honda pilot body style resulting in different grille insert and redesigned front fascia? Answer:2006
Disambiguation 4. Question: When did they change the honda pilot body style resulting in a 10% reduction in drag area? Answer:February 2015
Disambiguation 5. Question: When did they change the honda pilot body style resulting in different grille insert and redesigned front fascia? Answer:October 2005
"
When does the new thor ragnarok come out?,"Thor: Ragnarok was released on November 3, 2017.","Disambiguation 1. Question: When does the new film thor ragnarok come out in El  Capitan Theatre? Answer:October 10, 2017
Disambiguation 2. Question: When does the new film thor ragnarok come out in the United States and Canada? Answer:November 3, 2017
Disambiguation 3. Question: When does the new film thor ragnarok come out on the Gold Coast? Answer:October 13, 2017
Disambiguation 4. Question: When does the new film thor ragnarok come out in all of Australia? Answer:October 26, 2017
Disambiguation 5. Question: When does the new film score thor ragnarok come out? Answer:October 20, 2017
"
When does miraculous season 2 episode 10 come out?,"Miraculous Ladybug season 2 episode 10, titled ""Sapotis,"" originally aired on December 14, 2018. It is available for streaming on various platforms such as Netflix and Disney+.","Disambiguation 1. Question: When does season 2, episode 10 of Miraculous: Tales of Ladybug and Cat Noir come out in France? Answer:14 January 2018
Disambiguation 2. Question: When was season 2, episode 10 of Miraculous: Tales of Ladybug and Cat Noir scheduled to premiere on TFOU? Answer:17 December 2017
Disambiguation 3. Question: When does season 2, episode 10 of Miraculous: Tales of Ladybug and Cat Noir come out on Netflix? Answer:30 March 2018
"
When did ed sheeran song perfect come out?,"Ed Sheeran's song ""Perfect"" was released on September 26, 2017.","Disambiguation 1. Question: When did Ed Sheeran's song ""Perfect"" come out? Answer:26 September 2017
Disambiguation 2. Question: When did Ed Sheeran's duet with Beyonce, ""Perfect Duet"" come out? Answer:1 December 2017
Disambiguation 3. Question: When did Ed Sheeran's duet with Andrea Bocelli, ""Perfect Symphony"" come out? Answer:15 December 2017
"
Where did the nationalists meet in 1786 to discuss the issues regarding the united states government?,"The nationalists met in Annapolis, Maryland in 1786 to discuss issues regarding the United States government. This meeting eventually led to the calling of the Constitutional Convention in Philadelphia in 1787.","Disambiguation 1. Question: At what event did the nationalists meet in 1786 to discuss the issues regarding the united states government? Answer:Annapolis Convention
Disambiguation 2. Question: What location did the nationalists meet in 1786 to discuss the issues regarding the united states government? Answer:Annapolis, Maryland
"
Who has the record for most 3 pointers in a career?,"As of September 2021, Ray Allen holds the record for the most 3-pointers made in a career in the NBA with 2,973 made 3-pointers.","Disambiguation 1. Question: Who has the nba record for most 3 pointers made in a career? Answer:Ray Allen
Disambiguation 2. Question: Who has the ncaa record for most 3 pointers made in a career? Answer:Magee
Disambiguation 3. Question: Who has the nba record for most 3 pointers attempted in a career? Answer:Ray Allen
Disambiguation 4. Question: Who has the ncaa record for most 3 pointers attempted in a career? Answer:Bader
"
Who played in the nfc championship game last year?,"The NFC Championship game last year was played between the Tampa Bay Buccaneers and the Green Bay Packers. The Buccaneers emerged victorious with a final score of 31-26, advancing to Super Bowl LV.","Disambiguation 1. Question: Who won the nfc championship game in 2017? Answer:Philadelphia
Disambiguation 2. Question: Who lost the nfc championship game in 2017? Answer:Minnesota Vikings
Disambiguation 3. Question: Who won the nfc championship game in 2016? Answer:Atlanta Falcons
Disambiguation 4. Question: Who lost the nfc championship game in 2016? Answer:Green Bay Packers
Disambiguation 5. Question: Who won the nfc championship game in 2015? Answer:Panthers
Disambiguation 6. Question: Who lost the nfc championship game in 2015? Answer:Arizona Cardinals
"
Which country's team always leads the olympic opening procession?,"Greece is the country whose team always leads the Olympic opening procession. This tradition dates back to the ancient Olympics, where Greece is recognized as the birthplace of the Olympic Games. As a tribute to this historical significance, the Greek team enters the stadium first during the opening ceremony of the modern Olympic Games.","Disambiguation 1. Question: Which country's team always leads the Olympic opening Parade of Nations--unless they are hosting the games? Answer:Greece
Disambiguation 2. Question: When Greece, the country's team that otherwise always leads the Olympic Parade of Nations, hosted the modern games in 2004, what country's team entered first instead? Answer:Saint Lucia
"
Where does the last name hayes originate from?,"The last name Hayes is of English and Irish origin. In England, it is derived from the Old English word ""hæg"" meaning ""enclosure"" or ""hedge,"" indicating that the original bearers of the name may have lived near a hedged enclosure. In Ireland, Hayes is an anglicized form of the Gaelic surname ""Ó hAodha,"" meaning ""descendant of Aodh,"" which was a popular personal name meaning ""fire"" or ""fiery."" The name Hayes can be found throughout the United Kingdom, Ireland, and the United States, among other countries.","Disambiguation 1. Question: Where does the last name hayes originate from in Ireland? Answer:name of Irish god
Disambiguation 2. Question: Where does the last name hayes originate from in England? Answer:locational surname, associated with one of the several places named or suffixed -Hay, -Hays, -Hayes, etc.
Disambiguation 3. Question: Where does the last name hayes originate from in Scotland? Answer:""de la Haye"", meaning ""of La Haye""
Disambiguation 4. Question: Where does the last name hayes originate from in Wales? Answer:“Hughes” meaning the son of “Hugh”
Disambiguation 5. Question: Where does the last name hayes originate from with respect to Yiddish? Answer:name Khaye, meaning ""life""
"
Where does chicago get its drinking water from?,Chicago gets its drinking water from Lake Michigan. The city's water supply is drawn from the lake and treated at various water treatment plants before being distributed to residents and businesses throughout the city.,"Disambiguation 1. Question: What structures does Chicago get its drinking water from? Answer:water cribs
Disambiguation 2. Question: What body of water does Chicago get its drinking water from? Answer:Lake Michigan
"
Who won in the charge of the light brigade?,"The Charge of the Light Brigade took place during the Battle of Balaclava on October 25, 1854, during the Crimean War. The Light Brigade was a British cavalry unit that famously charged into a valley and suffered heavy casualties due to miscommunication and poor planning. The charge was not a victory, but rather a costly and tragic mistake.","Disambiguation 1. Question: Who was the side that won in the real life charge of the light brigade? Answer:Russian forces
Disambiguation 2. Question: Who was the leader that won in the real life charge of the light brigade? Answer:Liprandi
Disambiguation 3. Question: Who won in the charge of the light brigade film in 1968? Answer:Russians
Disambiguation 4. Question: Who won in the charge of the light brigade film in 1912? Answer:Russians
"
Who is the guy who plays jeepers creepers?,The actor who plays the character Jeepers Creepers in the horror film franchise of the same name is Jonathan Breck. He has portrayed the iconic role in all three films in the series.,"Disambiguation 1. Question: Who is the guy who plays the creeper in jeepers creepers, the 2001 film? Answer:Breck
Disambiguation 2. Question: Who is the guy who plays the creeper in jeepers creepers 2, the 2003 film? Answer:Breck
Disambiguation 3. Question: Who is the guy who plays the creeper in jeepers creepers 3, the 2017 film? Answer:Breck
"
How many episodes does steven universe season 1 have?,Steven Universe season 1 consists of a total of 52 episodes.,"Disambiguation 1. Question: How many episodes does steven universe season 1 have in total? Answer:53
Disambiguation 2. Question: How many episodes does steven universe season 1 have that actually aired during the first season? Answer:49
Disambiguation 3. Question: How many first season episodes does steven universe season 1 have that actually aired during the second season? Answer:4
"
Who introduced the two-part system (genus and species) that biologists use to name organisms?,The two-part system of naming organisms (genus and species) was introduced by Swedish botanist and physician Carl Linnaeus in the 18th century.,"Disambiguation 1. Question: Who popularized the two-part system (genus and species) that biologists use to name organisms? Answer:Linnaeus
Disambiguation 2. Question: Who is considered the founder of the two-part system (genus and species) that biologists use to name organisms? Answer:Joseph Pitton de Tournefort
"
Who remade mad world by tears for fears?,"The cover of ""Mad World"" by Tears for Fears was remade by Gary Jules and Michael Andrews for the soundtrack of the film Donnie Darko. Their version became a commercial success and is often associated with the film.","Disambiguation 1. Question: Who remade mad world by Tears for Fears in 2001? Answer:Michael Andrews and Gary Jules
Disambiguation 2. Question: Who remade mad world by Tears for Fears in November, 2003? Answer:Alex Parks
Disambiguation 3. Question: Who remade mad world by Tears for Fears in May, 2009? Answer:Adam Lambert
"
Where does the show the office take place?,"The show ""The Office"" takes place in the fictional town of Scranton, Pennsylvania.","Disambiguation 1. Question: Where does the American version of the show the office take place? Answer:Scranton, Pennsylvania
Disambiguation 2. Question: Where does the British version of the show the office take place? Answer:Slough, Berkshire, English
"
Who makes the hosts for the catholic church?,"The hosts for the Catholic Church are typically made by religious communities or religious orders that specialize in producing sacramental bread. These hosts are made from wheat flour and water, and are baked into thin, unleavened wafers that are used during the celebration of the Eucharist. The process of making hosts is considered a sacred and important task, as they are used in the central act of worship in the Catholic faith.","Disambiguation 1. Question: In general, who makes the hosts for the catholic church? Answer:often made by nuns
Disambiguation 2. Question: Who makes the hosts for the catholic church in New Zealand? Answer:individuals with intellectual disabilities
"
Who gets the most monthly listeners on spotify?,"As of the latest data available, the artist with the most monthly listeners on Spotify is currently Bad Bunny. With his unique blend of reggaeton and Latin trap music, Bad Bunny has amassed a massive following worldwide, consistently topping the charts and breaking records on the popular streaming platform. It is important to note that these rankings can fluctuate over time as artists release new music and gain popularity, so it is always a good idea to check the latest statistics for the most up-to-date information.","Disambiguation 1. Question: Who had the most monthly Spotify listeners in December of 2017? Answer:Ed Sheeran
Disambiguation 2. Question: Who had the most monthly Spotify listeners in November of 2017? Answer:Ed Sheeran
Disambiguation 3. Question: Who had the most monthly Spotify listeners in October of 2017? Answer:Ed Sheeran
"
When did the us go off the gold standard?,"The United States officially went off the gold standard on August 15, 1971, when President Richard Nixon announced the suspension of the convertibility of the US dollar into gold. This decision was made in response to economic challenges at the time, including inflation and a trade deficit. Since then, the US dollar has been a fiat currency, meaning its value is not backed by a physical commodity like gold.","Disambiguation 1. Question: When did the us go off the gold standard temporarily for the first time? Answer:July 31, 1914
Disambiguation 2. Question: When did the us go off the gold standard temporarily for the second time? Answer:When the United States became a belligerent in the war
Disambiguation 3. Question: When did the us go off the gold standard temporarily for the third time? Answer:early 1933
Disambiguation 4. Question: When did the us go off the gold standard permanently? Answer:August 15, 1971
"
Who died in harry potter half blood prince?,"In the Harry Potter and the Half-Blood Prince, the character who dies is Albus Dumbledore, the headmaster of Hogwarts School of Witchcraft and Wizardry. He is killed by Severus Snape towards the end of the book.","Disambiguation 1. Question: What spider died in harry potter half blood prince? Answer:Aragog
Disambiguation 2. Question: What leader died in harry potter half blood prince book and movie? Answer:Albus Dumbledore
"
Who is the grand marshall of the rose parade?,"The grand marshal of the Rose Parade varies each year. The grand marshal is typically a well-known individual who has made significant contributions to their community or society as a whole. Past grand marshals have included celebrities, athletes, politicians, and community leaders. The grand marshal for the upcoming Rose Parade can be found on the official Rose Parade website or through a quick internet search.","Disambiguation 1. Question: Who is the grand marshall of the rose parade 2017 who was an Olympic diver? Answer:Greg Louganis
Disambiguation 2. Question: Who is the grand marshall of the rose parade 2016? Answer:Ken Burns
Disambiguation 3. Question: Who is the grand marshall of the rose parade 2015? Answer:Louis Zamperini
Disambiguation 4. Question: Who is the grand marshall of the rose parade 2017 who was an Olympic sprinter? Answer:Janet Evans
Disambiguation 5. Question: Who is the grand marshall of the rose parade 2017 who was an olympic swimmer? Answer:Allyson Felix
"
Who played the easter bunny in rise of the guardians?,"In the animated film ""Rise of the Guardians,"" the Easter Bunny was voiced by actor Hugh Jackman.","Disambiguation 1. Question: Who played the Easter Bunny in Rise of The Guardians (2012 film)? Answer:Hugh Jackman
Disambiguation 2. Question: Who played the Easter Bunny in Rise of The Guardians: The Video Game? Answer:Thomas Bromhead
"
When does hotel transylvania part 3 come out?,"Hotel Transylvania 3: Summer Vacation was released on July 13, 2018.","Disambiguation 1. Question: When does the film hotel transylvania part 3 come out at AIAFF, the french film festival? Answer:June 13, 2018
Disambiguation 2. Question: When does the film hotel transylvania part 3 come out in the United States? Answer:July 13, 2018
Disambiguation 3. Question: When does hotel transylvania part 3 video game come out? Answer:July 10, 2018
Disambiguation 4. Question: When does the film hotel transylvania part 3 come out in China? Answer:August 17, 2018
Disambiguation 5. Question: When does the film hotel transylvania part 3 come out in Italy and the Phillippines? Answer:late August 2018
Disambiguation 6. Question: When does the film hotel transylvania part 3 come out in Japan and Poland? Answer:October 2018
"
When does melinda tell sam she's jim?,"In the movie ""The Usual Suspects,"" Melinda never tells Sam that she is actually Jim. The character Keyser Söze, played by Kevin Spacey, is revealed to be the true identity of the mysterious and elusive criminal mastermind. This twist is a key plot point in the film and is not related to any conversation between Melinda and Sam.","Disambiguation 1. Question: What episode number does melinda tell sam he's jim? Answer:79
Disambiguation 2. Question: What's the title of the episode where melinda tell sam he's jim? Answer:""Delusions of Grandview""
"
Halloween baking championship season 3 episode 6 winner?,The winner of Halloween Baking Championship season 3 episode 6 was Sarah Lucia Tafur.,"Disambiguation 1. Question: Halloween baking championship season 3 episode 6 preliminary heat winner? Answer:Jasmin Bell
Disambiguation 2. Question: Halloween baking championship season 3 episode 6 mean heat winner and winner of $25,000? Answer:Jasmin Bell
"
Who owns the clift hotel in san francisco?,The Clift Hotel in San Francisco is owned by the Morgans Hotel Group.,"Disambiguation 1. Question: Who first owned the Clift Royal Sonesta Hotel? Answer:Frederick C. Clift
Disambiguation 2. Question: Who aquired an interest in the Clift Royal Sonesta Hotel in 1976? Answer:Four Seasons Hotels
Disambiguation 3. Question: Who bought the Clift Royal Sonesta Hotel in 1999? Answer:Ian Schrager
Disambiguation 4. Question: Who manages the Clift Royal Sonesta Hotel since May 2018? Answer:Sonesta Hotels
"
Who won i'm a celebrity get me outta here 2018?,"Harry Redknapp won ""I'm a Celebrity Get Me Out of Here"" in 2018.","Disambiguation 1. Question: Who won I'm a Celebrity Get Me Out of Here 2018( Australian series)? Answer:Fiona O'Loughlin
Disambiguation 2. Question: Who won I'm a Celebrity Get Me Out of Here 2018( British series)? Answer:Harry Redknapp
"
When did the ethiopian and eritrean war start?,"The Ethiopian-Eritrean War started on May 6, 1998, when Eritrean forces invaded the border town of Badme. The conflict lasted until December 2000, resulting in tens of thousands of casualties on both sides. The war was primarily fought over border disputes and territorial claims, and it had a significant impact on the region's stability and development.","Disambiguation 1. Question: When did the ethiopian and eritrean war start as measured by when a large Eritrean mechanized force entered the Badme region? Answer:6 May 1998
Disambiguation 2. Question: When did the ethiopian and eritrean war start as measured by when Ethiopia mobilized its forces for a full assault against Eritrea? Answer:13 May 1998
"
When will the first tesla model 3 be delivered?,"The first Tesla Model 3 was delivered on July 28, 2017.","Disambiguation 1. Question: When will the first Tesla Model 3 be delivered to Musk himself? Answer:July 7, 2017
Disambiguation 2. Question: When will the first Tesla Model 3 be delivered as general production units? Answer:July 28, 2017
"
When was the 16th amendment added to the constitution?,"The 16th Amendment to the United States Constitution was added on February 3, 1913. It grants Congress the power to collect income taxes.","Disambiguation 1. Question: When was the 16th amendment passed by congress in the US? Answer:1909
Disambiguation 2. Question: When was the 16th amendment added to the US constitution ?|When was the 16th amendment added to the US constitution?|When was the 16th amendment ratified in the US? Answer:February 3, 1913
Disambiguation 3. Question: When was the 16th amendment added to the Irish constitution? Answer:12 December 1996
Disambiguation 4. Question: When was the 16th amendment added to the constitution of Pakistan? Answer:August 5, 1999
Disambiguation 5. Question: When was the 16th amendment added to the South African constitution? Answer:3 April 2009
"
Where is my life is a zoo filmed?,"The TV show ""My Life is a Zoo"" is filmed at the Columbus Zoo and Aquarium in Ohio, USA. The zoo serves as the backdrop for the show, showcasing the daily lives of the animals and the dedicated staff who care for them.","Disambiguation 1. Question: Which zoo is My Life is a Zoo filmed? Answer:DeYoung Family Zoo
Disambiguation 2. Question: Which city is My Life is a Zoo filmed? Answer:Wallace, Michigan
"
How many rick and morty episodes are out in season 3?,There are a total of 10 episodes in season 3 of Rick and Morty.,"Disambiguation 1. Question: How many rick and morty episodes are out in season 3 as of October 1, 2017? Answer:10
Disambiguation 2. Question: How many rick and morty episodes are out in season 3 as of September 24, 2017? Answer:9
Disambiguation 3. Question: How many rick and morty episodes are out in season 3 as of September 17, 2017? Answer:8
"
Who sings you make me feel like dancing?,"Leo Sayer sings ""You Make Me Feel Like Dancing.""","Disambiguation 1. Question: Who sings lead vocals for you make me feel like dancing, released in 1976? Answer:Gerard Hugh Sayer
Disambiguation 2. Question: Who sings background vocals for you make me feel like dancing, released in 1976? Answer:Clydie King
Disambiguation 3. Question: Who sings you make me feel like dancing, covered in 2000? Answer:Donald Andrew ""Donnie"" McClurkin, Jr.
Disambiguation 4. Question: Who sings you make me feel like dancing, covered in 2004? Answer:Hathaway
Disambiguation 5. Question: What group sings you make me feel like dancing, covered alongside Leo Sayer in 2008? Answer:The Wiggles
Disambiguation 6. Question: What five singers from the Wiggles sing you make me feel like dancing, covered alongside Leo Sayer in 2008? Answer:Anthony Field, Phillip Wilcher, Murray Cook, Sam Moran, and Jeff Fatt
"
When was the fish and wildlife service created?,"The U.S. Fish and Wildlife Service was created on June 30, 1940, when President Franklin D. Roosevelt signed the Fish and Wildlife Coordination Act into law.","Disambiguation 1. Question: When was the predecessor to the fish and wildlife service created? Answer:1871
Disambiguation 2. Question: When was the fish and wildlife service officially reated? Answer:1940
"
Who has the most gold gloves in mlb history?,"Greg Maddux holds the record for the most Gold Glove Awards in MLB history, with a total of 18 Gold Gloves. Maddux was a highly skilled pitcher known for his exceptional fielding abilities, earning him numerous accolades throughout his career.","Disambiguation 1. Question: Who has the most first base gold gloves in mlb history? Answer:Keith Hernandez
Disambiguation 2. Question: Who has the most second base gold gloves in mlb history? Answer:roberto alomar
Disambiguation 3. Question: Who has the most third base gold gloves in mlb history? Answer:Brooks Robinson
Disambiguation 4. Question: Who has the most shortstop  gold gloves in mlb history? Answer:ozzie smith
Disambiguation 5. Question: Who has the most pitcher gold gloves in mlb history? Answer:Greg Maddux
Disambiguation 6. Question: Who has the most outfield gold gloves in mlb history? Answer:Roberto clemente
Disambiguation 7. Question: Who has the most catcher gold gloves in mlb history? Answer:Ivan Rodríguez
"
Who got murdered in fast and furious 4?,"In Fast and Furious 4, the character Han Seoul-Oh, played by Sung Kang, is murdered by a character named Fenix Calderon, played by Laz Alonso. Han's death sets off a chain of events that ultimately leads to the events of later films in the Fast and Furious franchise.","Disambiguation 1. Question: Which character got murdered in fast and furious 4? Answer:Leticia ""Letty"" Ortiz
Disambiguation 2. Question: Who plays the character who got murdered in fast and furious 4? Answer:Michelle Rodriguez
"
When did the issuing of the national identity card began in sri lanka?,The issuing of the national identity card in Sri Lanka began in 1972. The Department of Registration of Persons is responsible for issuing national identity cards to all citizens of Sri Lanka.,"Disambiguation 1. Question: When did the issuing of the national identity card first begin in sri lanka? Answer:14 September 1972
Disambiguation 2. Question: When did the issuing of the a smart card as a national identity card first begin in sri lanka? Answer:27 October 2017
"
When does the new mlb game come out?,"The new MLB game, MLB The Show 21, is set to be released on April 20, 2021.","Disambiguation 1. Question: When does the new mlb game come out in 2017? Answer:March 28, 2017
Disambiguation 2. Question: When does the new mlb game come out in 2016? Answer:March 29, 2016
Disambiguation 3. Question: When does the new mlb game come out in 2015? Answer:March 31, 2015
"
When did the potato come to north america?,"The potato was first introduced to North America in the late 16th century by Spanish explorers. It quickly became a staple crop in many regions, particularly in the northern colonies of what is now the United States. The potato played a crucial role in the diets of both Native Americans and European settlers, and its cultivation spread rapidly throughout the continent.","Disambiguation 1. Question: When did the potato possibly come to north america? Answer:Early colonists
Disambiguation 2. Question: When did the potato come to north america for certain and get used as a crop? Answer:1719
"
Where does the book the last song take place?,"The book ""The Last Song"" by Nicholas Sparks takes place in the fictional beach town of Wrightsville Beach, North Carolina.","Disambiguation 1. Question: Where does the book The Last Song mostly take place? Answer:Wrightsville Beach, NC
Disambiguation 2. Question: Where do secondary scenes in the book The Last Song take place? Answer:New York
"
Where is the first stage of the tour de france?,"The first stage of the Tour de France typically starts in a different city each year, but it traditionally begins in the country of France. The specific location of the first stage varies from year to year, with past starting cities including Nice, Brussels, and Mont-Saint-Michel.","Disambiguation 1. Question: Where was the first stage of the Tour de France in 2017? Answer:Düsseldorf
Disambiguation 2. Question: Where was the first stage of the Tour de France in 2016? Answer:Mont Saint-Michel to Utah Beach
Disambiguation 3. Question: Where was the first stage of the Tour de France in 2015? Answer:Utrecht, Netherlands
"
Who plays cj on the bold and the beautiful?,The character CJ Garrison on The Bold and the Beautiful is played by actor Mick Cain.,"Disambiguation 1. Question: Who played C.J. on the Bold and the Beautiful from 1997-2017? Answer:Mick Cain
Disambiguation 2. Question: Who played C.J. on the Bold and the Beautiful from 1995-97? Answer:Kyle Sabihy
Disambiguation 3. Question: Who played C.J. on the Bold and the Beautiful from 1994-95? Answer:Christopher Graves
"
Who sing my mind playing tricks on me?,"The song ""Mind Playing Tricks on Me"" is performed by the hip hop group Geto Boys. It was released in 1991 as part of their album ""We Can't Be Stopped.""","Disambiguation 1. Question: Who sang the original version of Mind Playing Tricks on Me? Answer:Geto Boys
Disambiguation 2. Question: Who sang Mind Playing Tricks on Me in 2001? Answer:The Kottonmouth  Kings
Disambiguation 3. Question: Who sang Mind Playing Tricks on Me in 2012? Answer:Insane Clown Posse with Anybody Killa and Lil Wyte
"
What percent alcohol is bailey's irish cream?,Bailey's Irish Cream typically contains around 17% alcohol by volume (ABV).,"Disambiguation 1. Question: What is the percent alcohol by volume of original Bailey's Irish Cream? Answer:17%
Disambiguation 2. Question: What is the percent alcohol by volume of original Bailey's Irish Cream mint chocolate variant? Answer:17%
Disambiguation 3. Question: What is the percent alcohol by volume of original Bailey's Irish Cream creme caramel variant? Answer:17%
"
Who plays captain jack sparrow in pirates of the caribbean?,Johnny Depp plays Captain Jack Sparrow in the Pirates of the Caribbean movie series.,"Disambiguation 1. Question: Who plays the adult Captain Jack Sparrow in the Pirates of the Caribbean films? Answer:Johnny Depp
Disambiguation 2. Question: Who plays the young Captain Jack Sparrow in the Pirates of the Caribbean films? Answer:Anthony De La Torre
"
Who won last years ncaa mens basketball championship?,The University of Virginia won the 2019 NCAA Men's Basketball Championship.,"Disambiguation 1. Question: Who won the 2017 NCAA men's basketball Championship? Answer:North Carolina Tar Heels
Disambiguation 2. Question: Who won the 2016 NCAA men's basketball Championship? Answer:Villanova Wildcats
Disambiguation 3. Question: Who won the 2015 NCAA men's basketball Championship? Answer:Duke Blue Devils
"
When did the tv show last man standing start?,"The TV show Last Man Standing first premiered on October 11, 2011.","Disambiguation 1. Question: When did the British tv show last man standing start? Answer:26 June 2007
Disambiguation 2. Question: When did the American tv show last man standing start on ABC? Answer:October 11, 2011
Disambiguation 3. Question: When did the American tv show last man standing start on Fox? Answer:September 28, 2018
"
Where do ruby throated hummingbirds spend the winter?,"Ruby-throated hummingbirds spend their winter in Central America, specifically in countries such as Mexico, Guatemala, Belize, Honduras, and Nicaragua. They migrate south in the fall to escape the colder temperatures of their breeding grounds in North America and return in the spring to breed and raise their young.","Disambiguation 1. Question: Where do ruby throated hummingbirds typically spend the winter? Answer:Florida, southern Mexico and Central America
Disambiguation 2. Question: Where do ruby throated hummingbirds less commonly spend the winter? Answer:western Panama, and the West Indies
"
How many episodes in the last season of house of cards?,There are 8 episodes in the last season of House of Cards.,"Disambiguation 1. Question: How many episodes in the last season of the American version of House of Cards? Answer:8
Disambiguation 2. Question: How many episodes in the first (and last) season of the British version of House of Cards? Answer:4
"
Where did row your boat song come from?,"The song ""Row, Row, Row Your Boat"" is a traditional nursery rhyme and children's song that originated in the United States. It is believed to have been first published in the mid-19th century, but its exact origins are unknown. The song is often sung as a round, with multiple voices starting at different times to create a harmonious effect. The lyrics of the song encourage teamwork and perseverance, as well as the importance of enjoying the journey of life.","Disambiguation 1. Question: Where is it suggested that row your boat song came from? Answer:American minstrelsy
Disambiguation 2. Question: Where did row your boat song with the modern tune and lyrics come from? Answer:Franklin Square Song Collection
"
Who played billy abbott on young and the restless?,"Jason Thompson currently plays the role of Billy Abbott on the soap opera ""The Young and the Restless."" He took over the role in 2016.","Disambiguation 1. Question: Who played billy abbott on young and the restless from 1999-2002? Answer:Tom
Disambiguation 2. Question: Who played billy abbott on young and the restless from 2002-2003? Answer:Ryan Brown
Disambiguation 3. Question: Who played billy abbott on young and the restless in 2006? Answer:Scott Seymour
Disambiguation 4. Question: Who played billy abbott on young and the restless from 2008-2014? Answer:William John Miller II
Disambiguation 5. Question: Who played billy abbott on young and the restless in 2014-2016? Answer:Burgess Jenkins
Disambiguation 6. Question: Who played billy abbott on young and the restless from 2016-2020? Answer:Thompson
"
Who is in charge if president is impeached?,"If a president is impeached, the Vice President would typically assume the role of President. In the United States, the line of succession then follows with the Speaker of the House, President pro tempore of the Senate, and then the Secretary of State.","Disambiguation 1. Question: Who is in charge of the  Senate trial if the US president is impeached? Answer:Chief Justice
Disambiguation 2. Question: Who is in charge of deciding whether to remove the US president if the president is impeached? Answer:Senate
Disambiguation 3. Question: What says who is in charge if the president is impeached and removed? Answer:United States presidential line of succession
"
What is the population of desmet south dakota?,"As of the latest available data, the population of De Smet, South Dakota is approximately 1,089 residents. It is important to note that population numbers can fluctuate over time due to various factors such as migration, birth rates, and economic conditions.","Disambiguation 1. Question: What is the population of desmet south dakota in 2010? Answer:1,089
Disambiguation 2. Question: What is the population of desmet south dakota in 2000? Answer:1,164
Disambiguation 3. Question: What is the population of desmet south dakota in 1990? Answer:1,172
"
