question,answer,reference
Current chief justice of all provinces of pakistan?,"I'm sorry, but the question is ambiguous as it is not clear whether you are asking for the current Chief Justices of all provinces of Pakistan collectively or individually. Each province in Pakistan has its own Chief Justice, so it would be more specific to ask for each province separately.","Disambiguation 1. Question: 25th chief justice of all provinces of pakistan? Answer:Mian Saqib Nisar
Disambiguation 2. Question: 24th chief justice of all provinces of pakistan? Answer:Anwar Zaheer Jamali
Disambiguation 3. Question: 23th chief justice of all provinces of pakistan? Answer:Jawwad S. Khawaja
"
Who invented the first car to run on gasoline?,The first car to run on gasoline was invented by Karl Benz in 1885.,"Disambiguation 1. Question: Who actually invented the first car to run on gasoline? Answer:Siegfried Marcus
Disambiguation 2. Question: Who was often incorrectly said to have invented the first car to run on gasoline? Answer:Karl Benz
"
When do 2018 academy award nominations come out?,"The 2018 Academy Award nominations were announced on January 23, 2018.","Disambiguation 1. Question: On what day did the 2018 academy award nominations come out? Answer:January 23, 2018
Disambiguation 2. Question: At what time did the 2018 academy award nominations come out? Answer:5:22 a.m. PST
"
When does jurassic park the fallen kingdom come out?,"Jurassic Park: Fallen Kingdom was released in theaters on June 22, 2018.","Disambiguation 1. Question: When does Jurassic park the fallen kingdom first premiere at WiZink Center? Answer:May 21, 2018
Disambiguation 2. Question: When does Jurassic park the fallen kingdom come out theatrically at United States? Answer:June 22, 2018
"
What's the average life of a chihuahua?,"The average life expectancy of a Chihuahua is typically between 12 to 20 years. However, it is important to note that individual Chihuahuas may live shorter or longer lives depending on various factors such as genetics, diet, exercise, and overall health care.","Disambiguation 1. Question: What's the average life span of a chihuahua dog? Answer:15 years
Disambiguation 2. Question: What's the average life span of people in Chihuahua,Mexico as a whole? Answer:73.3 years
Disambiguation 3. Question: What's the average life span of male in Chihuahua,Mexico? Answer:70.1 years
Disambiguation 4. Question: What's the average life span of female in Chihuahua,Mexico? Answer:76.3 years
"
Who sang the christmas song with the pogues?,"The Christmas song ""Fairytale of New York"" by The Pogues features vocals by Shane MacGowan and Kirsty MacColl.","Disambiguation 1. Question: Who is the singer that sang the christmas song with the pogues? Answer:Kirsty Anna MacColl
Disambiguation 2. Question: Who is the singer that sang the christmas song for the pogues? Answer:MacGowan
"
Who sings the song it never rains in california?,"The song ""It Never Rains in Southern California"" was originally sung by Albert Hammond.","Disambiguation 1. Question: Who sings the song ""It Never Rains in Southern California""? Answer:Albert Hammond
Disambiguation 2. Question: Who sings the 1990 song ""It Never Rains (In Southern California)""? Answer:Tony! Toni! Toné!
"
Who raps in the beginning of the get down?,"The beginning of ""The Get Down"" features rapping by Nas, who also serves as the show's narrator.","Disambiguation 1. Question: Who raps in the beginning of the show get down? Answer:Daveed Diggs
Disambiguation 2. Question: Who raps in the beginning of the song get down? Answer:Nas
"
When did bud lose his leg in jag?,"I'm sorry, but the question is unclear and ambiguous. It is not specified who ""bud"" is or what ""jag"" refers to. Without more context or clarification, I am unable to provide a meaningful answer.","Disambiguation 1. Question: What episode did Bud lose his leg in JAG? Answer:Enemy Below
Disambiguation 2. Question: When the episode where Bud loses his leg in JAG get released? Answer:May 21, 2002
"
When does jess come back in season 5 new girl?,"Jess comes back in Season 5 of New Girl in the episode titled ""Return to Sender,"" which is the first episode of the season.","Disambiguation 1. Question: After what event does jess come back in season 5 new girl? Answer:jury duty
Disambiguation 2. Question: What episode does jess come back in season 5 new girl? Answer:104
Disambiguation 3. Question: What date does the episode that jess comes back in season 5 new girl air? Answer:March 8, 2016
"
Who played tibbs in the heat of the night?,"The character of Virgil Tibbs in the movie ""In the Heat of the Night"" was played by Sidney Poitier.","Disambiguation 1. Question: Who played tibbs in the heat of the night in 1967  film? Answer:Sidney Poitier
Disambiguation 2. Question: Who played tibbs in the heat of the night series? Answer:Howard Ellsworth Rollins Jr.
"
Ncaa basketball national player of the year 2018?,The NCAA basketball national player of the year for 2018 was Jalen Brunson from Villanova University.,"Disambiguation 1. Question: Who is the NCAA Men's Basketball National Player of the Year 2018? Answer:Jalen Brunson
Disambiguation 2. Question: Who is the NCAA Women's Basketball National Player of the Year 2018? Answer:A'ja Wilson
"
When did seasons in the sun come out?,"The question is ambiguous as it could be referring to the release date of the song ""Seasons in the Sun"" by Terry Jacks or it could be asking about the time of year when the sun is most prominent. If the question is referring to the song, ""Seasons in the Sun"" was released in 1974.","Disambiguation 1. Question: When did seasons in the sun song come out? Answer:December 1973
Disambiguation 2. Question: When did seasons in the sun album come out? Answer:1974
"
Last president that was not a democrat or republican?,"The last president who was not a Democrat or Republican was Millard Fillmore, who served as the 13th President of the United States from 1850 to 1853. He was a member of the Whig Party.","Disambiguation 1. Question: Last president that was not technically a democrat or republican, as part of the National Union Party? Answer:Andrew Johnson
Disambiguation 2. Question: Last president that was not a democrat or republican but part of the Whig Party? Answer:Millard Fillmore
"
Where is the great mosque of djenne located?,"The Great Mosque of Djenne is located in the city of Djenne, in Mali, West Africa.","Disambiguation 1. Question: In what city is the great mosque of djenne located? Answer:Djenné, Mopti, Mali
Disambiguation 2. Question: Where in Djenne geographically is the great mosque of djenne located? Answer:on the flood plain of the Bani River
"
When does the new descendants 2 movie come out?,"The release date for the movie ""Descendants 2"" was July 21, 2017.","Disambiguation 1. Question: When did Descendants 2 come out in Canada and the United States? Answer:July 21, 2017
Disambiguation 2. Question: When did Descendants 2 come out in the UK? Answer:October 20, 2017
Disambiguation 3. Question: When did Descendants 2 come out in South Africa? Answer:October 6, 2017
Disambiguation 4. Question: When did Descendants 2 come out in India? Answer:December 23, 2018
"
When does season 2 of the good fight come out?,"Season 2 of ""The Good Fight"" premiered on March 4, 2018.","Disambiguation 1. Question: When does season 2 of the good fight come out on air? Answer:March 4, 2018-May 27, 2018
Disambiguation 2. Question: When does season 2 of the good fight first begin airing? Answer:March 4, 2018
"
How many ncaa basketball championships has ucla won?,UCLA has won a total of 11 NCAA basketball championships.,"Disambiguation 1. Question: How many mens ncaa national championships has UCLA won? Answer:11
Disambiguation 2. Question: How many womens ncaa national championships has UCLA won? Answer:0
"
Where was the largest gold nugget found in california?,"The largest gold nugget found in California was the Mojave Nugget, discovered in the Stringer Mining District near Randsburg, California in 1977. It weighed 156 troy ounces (4.85 kg).","Disambiguation 1. Question: Which current National Forest is the site where the largest gold nugget was found in california? Answer:Tahoe National Forest
Disambiguation 2. Question: Which peaks are where the largest gold nugget was found in california? Answer:Sierra Buttes
"
When were the first colonies established in america?,"The first colonies were established in America in the early 17th century. Specifically, the first successful English colony was Jamestown, founded in 1607 in present-day Virginia.","Disambiguation 1. Question: When were the first thirteen colonies established in america? Answer:17th and 18th centuries
Disambiguation 2. Question: When was the first colony that ultimately failed, Roanoke Colony, established in america? Answer:1585
Disambiguation 3. Question: When was the first successful colony, Virginia Colony, established in america? Answer:1607
"
Who sings hawaiian version of somewhere over the rainbow?,"The Hawaiian version of ""Somewhere Over the Rainbow"" is sung by Israel Kamakawiwo'ole.","Disambiguation 1. Question: Who sings the Hawaiian version of ""Somewhere Over the Rainbow"" released in 1990? Answer:Israel Kamakawiwo'ole
Disambiguation 2. Question: Who sings a cover of the Hawaiian version of ""Somewhere Over the Rainbow"" in their 2001 album Wanted? Answer:Cliff Richard
Disambiguation 3. Question: Who sings a cover of the Hawaiian version of ""Somewhere Over the Rainbow"" in their 2002 album Sweet Is the Melody? Answer:Aselin Debison
Disambiguation 4. Question: Who sings a cover of the Hawaiian version of ""Somewhere Over the Rainbow"" in their 2004 album Poetic License? Answer:Elisabeth von Trapp
Disambiguation 5. Question: Who sings a cover of the Hawaiian version of ""Somewhere Over the Rainbow"" in season seven of American idol? Answer:Jason Castro
Disambiguation 6. Question: Who sings a cover of the Hawaiian version of ""Somewhere Over the Rainbow"" in season sixteen of American idol? Answer:Maddie Poppe and Caleb Lee Hutchinson
"
Where was the last jurassic park movie filmed?,"The last Jurassic Park movie, ""Jurassic World: Fallen Kingdom,"" was primarily filmed in various locations in the United Kingdom, including Pinewood Studios in Buckinghamshire, England. Additionally, some scenes were filmed in Hawaii and California.","Disambiguation 1. Question: In what geographic locations was the last jurassic park movie filmed? Answer:United Kingdom and Hawaii
Disambiguation 2. Question: In what studio was the last jurassic park movie filmed? Answer:Pinewood Studios
"
Where does 50 shades of grey take place?,"""50 Shades of Grey"" takes place primarily in Seattle, Washington, USA.","Disambiguation 1. Question: Where does 50 shades of grey the novel take place? Answer:Vancouver, Washington
Disambiguation 2. Question: Where does 50 shades of grey the 2015 film take place in the story? Answer:Vancouver, Washington
Disambiguation 3. Question: Where does the filming for 50 shades of grey the 2015 film take place? Answer:Vancouver, British Columbia
"
When was hershey's cookies and cream made?,Hershey's Cookies 'n' Creme was first introduced in 1994.,"Disambiguation 1. Question: When was hershey's cookies and cream candy made? Answer:1994
Disambiguation 2. Question: When was hershey's cookies and cream cereal made? Answer:July 5, 2013
"
What is the largest province in sri lanka?,The largest province in Sri Lanka is the Southern Province.,"Disambiguation 1. Question: What is the largest province in sri lanka by area? Answer:North Central
Disambiguation 2. Question: What is the largest province in sri lanka by population? Answer:Western
"
Who has most technical fouls in nba history?,"The player with the most technical fouls in NBA history is Rasheed Wallace. He accumulated a total of 317 technical fouls during his career, which is the highest in NBA history.","Disambiguation 1. Question: Who has most technical fouls in a single season in nba history? Answer:Wallace
Disambiguation 2. Question: Who has most career technical fouls in nba history? Answer:Wallace
"
Who broke england's ties to the catholic church?,"The person who broke England's ties to the Catholic Church was King Henry VIII. He initiated the English Reformation in the 16th century, leading to the establishment of the Church of England and the dissolution of monasteries.","Disambiguation 1. Question: Who initiated the break of england's ties to the catholic church? Answer:Henry VIII
Disambiguation 2. Question: Who finished the job of breaking england's ties to the catholic church? Answer:Elizabeth
"
What type of music does bob marley sing?,Bob Marley is known for singing reggae music.,"Disambiguation 1. Question: What type of music does bob marley sing individually? Answer:rocksteady
Disambiguation 2. Question: What type of music does bob marley and the wailers sing? Answer:rocksteady
"
When did adelaide crows win there last premiership?,The Adelaide Crows won their last premiership in the Australian Football League (AFL) in 1998.,"Disambiguation 1. Question: When did the men's team of the Adelaide Crows win their last premiership? Answer:September 26, 1998
Disambiguation 2. Question: When did the women's team of the Adelaide Crows win their last premiership? Answer:March 31, 2019
"
Who sings i have had the time of my life?,"The song ""I've Had The Time of My Life"" is performed by Bill Medley and Jennifer Warnes.","Disambiguation 1. Question: Which man sings i have had the time of my life? Answer:Bill Medley
Disambiguation 2. Question: Which woman sings the main vocals for i have had the time of my life? Answer:Jennifer Warnes
"
How many brands of e cigarettes are there?,"There is no definitive answer to this question as the number of brands of e-cigarettes is constantly changing due to new companies entering the market and existing brands being discontinued. Additionally, the availability of e-cigarette brands can vary by region. It is recommended to conduct a search online or visit a local vape shop to get an up-to-date list of e-cigarette brands.","Disambiguation 1. Question: How many brands of e cigarettes are there in 2014? Answer:more than 460
Disambiguation 2. Question: How many brands of growth e cigarettes have every month? Answer:10.5
"
Where was the first olympics held in the united states?,"The first Olympics held in the United States took place in St. Louis, Missouri in 1904.","Disambiguation 1. Question: Where was the first Summer Olympics held in the United States? Answer:St. Louis, Missouri
Disambiguation 2. Question: Where was the first Winter Olympics held in the United States? Answer:Lake Placid, New York
"
What is the total number of goals scored in the 2018 world cup?,The total number of goals scored in the 2018 World Cup was 169.,"Disambiguation 1. Question: What is the total number of goals scored in the entire 2018 world cup? Answer:169
Disambiguation 2. Question: What is the total number of own goals scored in the 2018 world cup? Answer:12
Disambiguation 3. Question: What is the total number of goals scored in the finals of 2018 world cup? Answer:6
Disambiguation 4. Question: What is the total number of goals scored in the third place play-off 2018 world cup? Answer:2
Disambiguation 5. Question: What is the total number of goals scored in the semi-finals 2018 world cup? Answer:4
Disambiguation 6. Question: What is the total number of goals scored in the quarter-finals 2018 world cup? Answer:11
"
Who was given the ten commandments by god?,"According to religious texts, the Ten Commandments were given by God to Moses on Mount Sinai.","Disambiguation 1. Question: What group was given the ten commandments by God? Answer:the children of Israel
Disambiguation 2. Question: What person was given the ten commandments by God? Answer:Moses
"
When did mcdonald's come to new zealand?,"McDonald's first arrived in New Zealand in 1976 when the first restaurant was opened in Porirua, near Wellington.","Disambiguation 1. Question: When did mcdonald's first restaurant come to new zealand? Answer:7 June 1976
Disambiguation 2. Question: When did mcdonald's Restaurants (New Zealand) Limited come to new zealand? Answer:4 November 1975
"
Who is cindy lou who in the grinch stole christmas?,"Cindy Lou Who is a character in the story ""How the Grinch Stole Christmas!"" by Dr. Seuss. She is a young girl who lives in Whoville and plays a key role in the Grinch's change of heart.","Disambiguation 1. Question: Who is cindy lou who in how grinch stole christmas, the 2000 film? Answer:Taylor Momsen
Disambiguation 2. Question: Who is cindy lou who in how grinch stole christmas, the 1966 tv special? Answer:June Foray
Disambiguation 3. Question: Who is cindy lou who in the grinch stole christmas musical from 1998-1999? Answer:Hudgens
Disambiguation 4. Question: Who is cindy lou who in the grinch stole christmas musical in 2006? Answer:Caroline London
Disambiguation 5. Question: Who is cindy lou who in the grinch stole christmas musical in 2007? Answer:Athena Ripka
Disambiguation 6. Question: Who is cindy lou who in the grinch stole christmas musical on the 2010 North American Tour? Answer:Carly Tamer and Brooke Lynn Boyd
Disambiguation 7. Question: Who is cindy lou who in the grinch stole christmas musical on the 2011 Tour? Answer:Brooke Lynn Boyd
Disambiguation 8. Question: Who is cindy lou who in the grinch stole christmas musical on the 2015 Tour? Answer:Genny Gagnon
"
When did the republic of ireland became independent?,"The Republic of Ireland became independent from the United Kingdom on December 6, 1922, following the Anglo-Irish Treaty.","Disambiguation 1. Question: When did the republic of ireland became independent as the Irish Free State? Answer:6 December 1922
Disambiguation 2. Question: When did the republic of ireland became independent under the terms of the Republic of Ireland Act 1948? Answer:18 April 1949
"
How many seasons are there of america's got talent?,There are currently 16 seasons of America's Got Talent.,"Disambiguation 1. Question: How many seasons are there of america's got talent are there, as of the end of 2017? Answer:12
Disambiguation 2. Question: How many seasons are there of america's got talent are there, as of the end of 2016? Answer:11
Disambiguation 3. Question: How many seasons are there of america's got talent are there, as of the end of 2015? Answer:10
"
Who sang ain't no woman like the one i got?,"The song ""Ain't No Woman (Like the One I've Got)"" was originally performed by the group The Four Tops in 1973.","Disambiguation 1. Question: Who sang ""Ain't No Woman (Like the One I've Got)"" in that was released on the album Hallway Symphony? Answer:Hamilton, Joe Frank & Reynolds
Disambiguation 2. Question: Who sang ""Ain't No Woman (Like the One I've Got)"" in 1973 from the album Keeper of the Castle? Answer:Four Tops
"
Who was the traitor during the revolutionary war?,"The question is ambiguous as it does not specify which revolutionary war is being referred to. There have been many revolutionary wars throughout history in different countries, so without further context, it is unclear which specific event is being asked about. Therefore, I cannot provide a specific answer without more information.","Disambiguation 1. Question: Who was a traitor during the revolutionary war, for letting the British escape? Answer:Charles Lee
Disambiguation 2. Question: Who was a traitor during the revolutionary war by defecting to the British? Answer:Benedict Arnold
"
Who won the 2018 formula 1 australian grand prix tournament?,The winner of the 2018 Formula 1 Australian Grand Prix tournament was Sebastian Vettel from the Ferrari team.,"Disambiguation 1. Question: Which driver won the 2018 formula 1 australian grand prix tournament? Answer:Sebastian Vettel
Disambiguation 2. Question: Which constructor won the 2018 formula 1 australian grand prix tournament? Answer:Ferrari
"
Who played the other twin in parent trap?,"Lindsay Lohan played both twins in the 1998 movie ""The Parent Trap.""","Disambiguation 1. Question: Who played the part of the twins in parent trap(1961) ? Answer:Hayley Mills
Disambiguation 2. Question: Who played the part of the twins in parent trap(1998) ? Answer:Lindsay Lohan
Disambiguation 3. Question: Who played the acting double of Lindsay Lohan (the twins) in parent trap(1998) ? Answer:Erin Mackey
Disambiguation 4. Question: Who played the part of the twins in parent trap II (1986)? Answer:Hayley Mills
Disambiguation 5. Question: Who played the part of the twins in parent trap II (1989)? Answer:Hayley Mills
"
When did no mans sky next come out?,"No Man's Sky Next was released on July 24, 2018.","Disambiguation 1. Question: When did No Man's Sky come out for PlayStation 4 and Microsoft Windows? Answer:August, 2016
Disambiguation 2. Question: When did No Man's Sky come out for Xbox One? Answer:July 2018
"
When did the philadelphia eagles enter the nfl?,The Philadelphia Eagles entered the NFL in 1933.,"Disambiguation 1. Question: When did the Philadelphia Eagles originally enter the NFL? Answer:1933
Disambiguation 2. Question: When did the Philadelphia Eagles re-enter the NFL, after a year of being combined with the Steelers? Answer:1944
"
Where does the grand union canal start and end?,"The Grand Union Canal starts in Birmingham, England, at Gas Street Basin, and ends in London, England, at Brentford.","Disambiguation 1. Question: Where does the main part of the Grand Union Canal start and end? Answer:Starts in London, ends in Birmingham
Disambiguation 2. Question: Where are the start and end points of the arms of the grand union canal? Answer:Leicester,  Slough, Aylesbury, Wendover, Northampton
"
Who played in the 2017 ncaa championship game?,The 2017 NCAA Championship game was played between the North Carolina Tar Heels and the Gonzaga Bulldogs. North Carolina emerged as the winner with a final score of 71-65.,"Disambiguation 1. Question: What teams played in the 2017 men's NCAA championship game? Answer:Gonzaga Bulldogs
Disambiguation 2. Question: What teams played in the 2017 women's NCAA championship game? Answer:Mississippi State Bulldogs
"
When was the movie the dark crystal made?,"The movie ""The Dark Crystal"" was released on December 17, 1982.","Disambiguation 1. Question: When was the movie the dark crystal made and released in New York City? Answer:December 13, 1982
Disambiguation 2. Question: When was the movie the dark crystal made and released in the United States? Answer:1982
Disambiguation 3. Question: When was the movie the dark crystal made and released in the United Kingdom? Answer:1982
Disambiguation 4. Question: When was the movie the dark crystal filmed? Answer:1981
"
When was the game of thrones adapted for tv?,"The game of thrones was adapted for TV and premiered on April 17, 2011.","Disambiguation 1. Question: When was the game of thrones adapted for tv and first ordered? Answer:March 2, 2010
Disambiguation 2. Question: When was the game of thrones adapted for tv and began filming? Answer:Second half of 2010
Disambiguation 3. Question: When was the game of thrones adapted for tv and first aired? Answer:April 17, 2011
"
When does the new new jersey governor get sworn in?,"The new New Jersey governor gets sworn in on January 18, 2022.","Disambiguation 1. Question: When does the 55th new jersey governor get sworn in? Answer:January 19, 2010
Disambiguation 2. Question: When does the 54th new jersey governor get sworn in? Answer:January 17, 2006
Disambiguation 3. Question: When does the 53th new jersey governor get sworn in? Answer:November 15, 2004
"
When did canada change from miles to kilometers?,"Canada officially adopted the metric system in the 1970s, which included the transition from using miles to kilometers for measuring distances. The process of metrication in Canada began in the late 1960s and continued throughout the 1970s, with the government gradually implementing the change in various sectors. The transition to using kilometers instead of miles was part of this overall shift towards metric units.","Disambiguation 1. Question: When did Metrication begin in Canada? Answer:1970
Disambiguation 2. Question: When did Metrication cease in Canada? Answer:1985
"
Who lives the longest in the united states?,"The question ""Who lives the longest in the United States?"" is ambiguous as it can be interpreted in different ways. If you are asking about the demographic group that has the longest life expectancy in the United States, then statistically, women tend to live longer than men on average. However, if you are asking about the oldest living person in the United States currently, that information may vary and change over time. It is important to note that individual longevity can vary greatly.","Disambiguation 1. Question: Which state lives the longest in the united states, as of 2018? Answer:Hawaii
Disambiguation 2. Question: Which state lives the longest in the united states, as of 2010? Answer:Hawaii
Disambiguation 3. Question: Which county lives the longest in the united states, as of 2014? Answer:Summit County, Colorado
"
Largest great white shark ever caught on rod and reel?,"The largest great white shark ever caught on rod and reel was a 2,664-pound shark caught off the coast of Ceduna, Australia in 1959.","Disambiguation 1. Question: Who caught the largest recorded great white shark ever on rod and reel? Answer:Frank Mundus and Donnie Braddick
Disambiguation 2. Question: Where did they catch the largest recorded great white shark ever on rod and reel? Answer:28 miles off Montauk
Disambiguation 3. Question: How heavy was the largest recorded great white shark ever caught on rod and reel? Answer:3,427-pounds
"
When did they change the honda pilot body style?,The Honda Pilot body style was changed in the 2019 model year.,"Disambiguation 1. Question: Which model year did they change the honda pilot body style resulting in a 10% reduction in drag area? Answer:2016
Disambiguation 2. Question: Which model year did they change the honda pilot body style resulting in new alloy wheels and redesigned front fascia? Answer:2012
Disambiguation 3. Question: Which model year did they change the honda pilot body style resulting in different grille insert and redesigned front fascia? Answer:2006
Disambiguation 4. Question: When did they change the honda pilot body style resulting in a 10% reduction in drag area? Answer:February 2015
Disambiguation 5. Question: When did they change the honda pilot body style resulting in different grille insert and redesigned front fascia? Answer:October 2005
"
When does the new thor ragnarok come out?,"The movie ""Thor: Ragnarok"" was released on November 3, 2017. If you are referring to a potential sequel or new installment in the Thor series, please provide more specific information or check the latest updates from the production company or official sources for release dates.","Disambiguation 1. Question: When does the new film thor ragnarok come out in El  Capitan Theatre? Answer:October 10, 2017
Disambiguation 2. Question: When does the new film thor ragnarok come out in the United States and Canada? Answer:November 3, 2017
Disambiguation 3. Question: When does the new film thor ragnarok come out on the Gold Coast? Answer:October 13, 2017
Disambiguation 4. Question: When does the new film thor ragnarok come out in all of Australia? Answer:October 26, 2017
Disambiguation 5. Question: When does the new film score thor ragnarok come out? Answer:October 20, 2017
"
When does miraculous season 2 episode 10 come out?,"Miraculous Ladybug season 2 episode 10 was released on May 6, 2018.","Disambiguation 1. Question: When does season 2, episode 10 of Miraculous: Tales of Ladybug and Cat Noir come out in France? Answer:14 January 2018
Disambiguation 2. Question: When was season 2, episode 10 of Miraculous: Tales of Ladybug and Cat Noir scheduled to premiere on TFOU? Answer:17 December 2017
Disambiguation 3. Question: When does season 2, episode 10 of Miraculous: Tales of Ladybug and Cat Noir come out on Netflix? Answer:30 March 2018
"
When did ed sheeran song perfect come out?,"Ed Sheeran's song ""Perfect"" was released on September 26, 2017.","Disambiguation 1. Question: When did Ed Sheeran's song ""Perfect"" come out? Answer:26 September 2017
Disambiguation 2. Question: When did Ed Sheeran's duet with Beyonce, ""Perfect Duet"" come out? Answer:1 December 2017
Disambiguation 3. Question: When did Ed Sheeran's duet with Andrea Bocelli, ""Perfect Symphony"" come out? Answer:15 December 2017
"
Where did the nationalists meet in 1786 to discuss the issues regarding the united states government?,"The question is ambiguous as it does not specify which country or region the nationalists were from. Without this information, it is not possible to determine where the nationalists met in 1786 to discuss issues regarding the United States government.","Disambiguation 1. Question: At what event did the nationalists meet in 1786 to discuss the issues regarding the united states government? Answer:Annapolis Convention
Disambiguation 2. Question: What location did the nationalists meet in 1786 to discuss the issues regarding the united states government? Answer:Annapolis, Maryland
"
Who has the record for most 3 pointers in a career?,"The player with the record for the most 3-pointers in a career in the NBA is Ray Allen. He made a total of 2,973 3-pointers during his career.","Disambiguation 1. Question: Who has the nba record for most 3 pointers made in a career? Answer:Ray Allen
Disambiguation 2. Question: Who has the ncaa record for most 3 pointers made in a career? Answer:Magee
Disambiguation 3. Question: Who has the nba record for most 3 pointers attempted in a career? Answer:Ray Allen
Disambiguation 4. Question: Who has the ncaa record for most 3 pointers attempted in a career? Answer:Bader
"
Who played in the nfc championship game last year?,The NFC Championship game last year was played between the Tampa Bay Buccaneers and the Green Bay Packers.,"Disambiguation 1. Question: Who won the nfc championship game in 2017? Answer:Philadelphia
Disambiguation 2. Question: Who lost the nfc championship game in 2017? Answer:Minnesota Vikings
Disambiguation 3. Question: Who won the nfc championship game in 2016? Answer:Atlanta Falcons
Disambiguation 4. Question: Who lost the nfc championship game in 2016? Answer:Green Bay Packers
Disambiguation 5. Question: Who won the nfc championship game in 2015? Answer:Panthers
Disambiguation 6. Question: Who lost the nfc championship game in 2015? Answer:Arizona Cardinals
"
Which country's team always leads the olympic opening procession?,"The country that leads the Olympic opening procession is Greece. This is because Greece is the birthplace of the Olympic Games and as a tradition, the Greek team always enters the stadium first during the opening ceremony.","Disambiguation 1. Question: Which country's team always leads the Olympic opening Parade of Nations--unless they are hosting the games? Answer:Greece
Disambiguation 2. Question: When Greece, the country's team that otherwise always leads the Olympic Parade of Nations, hosted the modern games in 2004, what country's team entered first instead? Answer:Saint Lucia
"
Where does the last name hayes originate from?,"The last name Hayes originates from Ireland. It is an anglicized form of the Gaelic surname ""Ó hAodha,"" meaning ""descendant of Aodh,"" which was a personal name meaning ""fire"" or ""fiery."" The Hayes surname is most commonly found in counties Cork, Limerick, and Tipperary in Ireland.","Disambiguation 1. Question: Where does the last name hayes originate from in Ireland? Answer:name of Irish god
Disambiguation 2. Question: Where does the last name hayes originate from in England? Answer:locational surname, associated with one of the several places named or suffixed -Hay, -Hays, -Hayes, etc.
Disambiguation 3. Question: Where does the last name hayes originate from in Scotland? Answer:""de la Haye"", meaning ""of La Haye""
Disambiguation 4. Question: Where does the last name hayes originate from in Wales? Answer:“Hughes” meaning the son of “Hugh”
Disambiguation 5. Question: Where does the last name hayes originate from with respect to Yiddish? Answer:name Khaye, meaning ""life""
"
Where does chicago get its drinking water from?,Chicago gets its drinking water from Lake Michigan.,"Disambiguation 1. Question: What structures does Chicago get its drinking water from? Answer:water cribs
Disambiguation 2. Question: What body of water does Chicago get its drinking water from? Answer:Lake Michigan
"
Who won in the charge of the light brigade?,"The Charge of the Light Brigade was a battle that took place during the Crimean War on October 25, 1854. The Light Brigade, a British cavalry unit, was ordered to charge against Russian forces. The charge was a disastrous military action resulting in heavy casualties for the British. In terms of ""winning,"" it can be said that the Russian forces were successful in repelling the charge, while the British suffered significant losses. Therefore, in the context of the battle itself, it can be said that the Russian forces ""won"" in the Charge of the Light Brigade.","Disambiguation 1. Question: Who was the side that won in the real life charge of the light brigade? Answer:Russian forces
Disambiguation 2. Question: Who was the leader that won in the real life charge of the light brigade? Answer:Liprandi
Disambiguation 3. Question: Who won in the charge of the light brigade film in 1968? Answer:Russians
Disambiguation 4. Question: Who won in the charge of the light brigade film in 1912? Answer:Russians
"
Who is the guy who plays jeepers creepers?,The guy who plays Jeepers Creepers is Jonathan Breck.,"Disambiguation 1. Question: Who is the guy who plays the creeper in jeepers creepers, the 2001 film? Answer:Breck
Disambiguation 2. Question: Who is the guy who plays the creeper in jeepers creepers 2, the 2003 film? Answer:Breck
Disambiguation 3. Question: Who is the guy who plays the creeper in jeepers creepers 3, the 2017 film? Answer:Breck
"
How many episodes does steven universe season 1 have?,Steven Universe Season 1 consists of a total of 52 episodes.,"Disambiguation 1. Question: How many episodes does steven universe season 1 have in total? Answer:53
Disambiguation 2. Question: How many episodes does steven universe season 1 have that actually aired during the first season? Answer:49
Disambiguation 3. Question: How many first season episodes does steven universe season 1 have that actually aired during the second season? Answer:4
"
Who introduced the two-part system (genus and species) that biologists use to name organisms?,The two-part system of naming organisms (genus and species) was introduced by the Swedish botanist and physician Carl Linnaeus in the 18th century.,"Disambiguation 1. Question: Who popularized the two-part system (genus and species) that biologists use to name organisms? Answer:Linnaeus
Disambiguation 2. Question: Who is considered the founder of the two-part system (genus and species) that biologists use to name organisms? Answer:Joseph Pitton de Tournefort
"
Who remade mad world by tears for fears?,"The song ""Mad World"" was actually originally performed by the band Tears for Fears in 1982. However, it was later covered by Gary Jules in 2001 for the film ""Donnie Darko,"" which gained significant popularity. So, to answer the question, Gary Jules remade ""Mad World"" by Tears for Fears.","Disambiguation 1. Question: Who remade mad world by Tears for Fears in 2001? Answer:Michael Andrews and Gary Jules
Disambiguation 2. Question: Who remade mad world by Tears for Fears in November, 2003? Answer:Alex Parks
Disambiguation 3. Question: Who remade mad world by Tears for Fears in May, 2009? Answer:Adam Lambert
"
Where does the show the office take place?,"The show ""The Office"" takes place in the fictional town of Scranton, Pennsylvania.","Disambiguation 1. Question: Where does the American version of the show the office take place? Answer:Scranton, Pennsylvania
Disambiguation 2. Question: Where does the British version of the show the office take place? Answer:Slough, Berkshire, English
"
Who makes the hosts for the catholic church?,The hosts used in the Catholic Church for the Eucharist are typically made by religious communities or companies that specialize in producing sacramental bread. These hosts are made according to specific guidelines set by the Church to ensure their suitability for use in the celebration of the Mass.,"Disambiguation 1. Question: In general, who makes the hosts for the catholic church? Answer:often made by nuns
Disambiguation 2. Question: Who makes the hosts for the catholic church in New Zealand? Answer:individuals with intellectual disabilities
"
